file,line,field,class,sub_issue,target_facade,snippet
zhtp/src/runtime/mod.rs,4677,utxo_set,Reference,#2637+,Blockchain::utxo(outpoint),for (utxo_hash; output) in &blockchain.utxo_set {
zhtp/src/runtime/services/genesis_funding.rs,302,utxo_set,Mutate,#2637+,Blockchain::utxo(outpoint),blockchain.utxo_set.insert(utxo_hash; output.clone());
zhtp/src/runtime/services/genesis_funding.rs,323,utxo_set,Aggregate,#2637+,Blockchain::utxo(outpoint),"info!(""   - Total UTXO entries: {}""; blockchain.utxo_set.len());"
zhtp/src/runtime/services/genesis_funding.rs,342,utxo_set,Aggregate,#2637+,Blockchain::utxo(outpoint),blockchain.utxo_set.len();
zhtp/src/runtime/services/mining_service.rs,188,utxo_set,Aggregate,#2637+,Blockchain::utxo(outpoint),"info!(""Total UTXOs: {}""; blockchain.utxo_set.len());"
tools/chain_audit.rs,144,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),"println!(""  identity_registry entries:  {}""; bc.identity_registry.len());"
tools/chain_audit.rs,149,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),let mut sorted_ids: Vec<_> = bc.identity_registry.values().collect();
tools/chain_audit.rs,174,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),let identity_divergence = bc.identity_registry.len() as i64 - identity_dids_in_blocks.len() as i64;
tools/chain_audit.rs,179,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),bc.identity_registry.len(); identity_dids_in_blocks.len(); identity_divergence);
tools/chain_audit.rs,198,identity_registry,Reference,#2639,Blockchain::identity_by_did(did) / iter_identities(),for (did; _) in &bc.identity_registry {
tools/testnet_reset.rs,100,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),bc.identity_registry.values().cloned().collect();
tools/wallet_probe.rs,41,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.len();
tools/wallet_probe.rs,58,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),"println!(""identity_registry entries: {}""; blockchain.identity_registry.len());"
tools/wallet_probe.rs,64,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),for (did; id) in blockchain.identity_registry.iter() {
zhtp-cli/src/commands/genesis.rs,75,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),bc.identity_registry.len();
zhtp/src/api/handlers/identity/backup_recovery.rs,440,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),let dn = blockchain.identity_registry.get(&did).map(|id| id.display_name.clone());
zhtp/src/api/handlers/identity/backup_recovery.rs,502,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),bc.identity_registry.get(&did).map(|id| id.display_name.clone())
zhtp/src/api/handlers/identity/mod.rs,1150,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),let dn = bc.identity_registry.get(&did).map(|id| id.display_name.clone());
zhtp/src/api/handlers/identity/mod.rs,1558,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),match blockchain.identity_registry.get(&req.did) {
zhtp/src/api/handlers/identity/mod.rs,1608,identity_registry,Mutate,#2639,Blockchain::identity_by_did(did) / iter_identities(),if let Some(id) = blockchain.identity_registry.get_mut(&req.did) {
zhtp/src/api/handlers/identity/mod.rs,1715,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if blockchain.identity_registry.contains_key(&key_id_did) {
zhtp/src/api/handlers/identity/mod.rs,1831,identity_registry,Mutate,#2639,Blockchain::identity_by_did(did) / iter_identities(),if let Some(id) = blockchain.identity_registry.get_mut(&did) {
zhtp/src/api/handlers/pouw/mod.rs,287,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if blockchain.identity_registry.contains_key(&key_id_did) {
zhtp/src/api/handlers/wallet/mod.rs,1686,identity_registry,Mutate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.insert(did.clone(); identity_data);
zhtp/src/api/handlers/web4/domains.rs,196,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),let chain_id = bc.identity_registry.get(&owner_did).ok_or_else(|| {
zhtp/src/messaging/handler.rs,296,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if blockchain.identity_registry.contains_key(&key_id_did) {
zhtp/src/messaging/inbound_stream.rs,38,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if blockchain.identity_registry.contains_key(&key_id_did) {
zhtp/src/messaging/inbound_stream.rs,42,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),for (did; id) in blockchain.identity_registry.iter() {
zhtp/src/monitoring/metrics.rs,460,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),metrics.active_citizens = blockchain.identity_registry.len() as u64; // Active identities as citizens
zhtp/src/runtime/blockchain_provider.rs,93,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if bc.identity_registry.contains_key(&key_id_did) {
zhtp/src/runtime/blockchain_provider.rs,98,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),for (canonical_did; identity) in bc.identity_registry.iter() {
zhtp/src/runtime/components/blockchain.rs,169,identity_registry,Mutate,#2639,Blockchain::identity_by_did(did) / iter_identities(),if let Some(identity_data) = blockchain.identity_registry.get_mut(&user_did) {
zhtp/src/runtime/components/blockchain.rs,868,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.len() as f64;
zhtp/src/runtime/components/blockchain.rs,893,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.len() as f64;
zhtp/src/runtime/components/consensus.rs,344,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),for (did; identity_data) in blockchain.identity_registry.iter() {
zhtp/src/runtime/components/identity.rs,571,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if bc.identity_registry.contains_key(did) {
zhtp/src/runtime/components/identity.rs,1226,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),let identity_registry = bc.identity_registry.clone();
zhtp/src/runtime/mod.rs,1184,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),bc.identity_registry.len();
zhtp/src/runtime/services/genesis_funding.rs,343,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.len();
zhtp/src/runtime/services/genesis_funding.rs,406,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if blockchain.identity_registry.contains_key(&user_did) {
zhtp/src/runtime/services/genesis_funding.rs,476,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),if !blockchain.identity_registry.contains_key(&validator_did) {
zhtp/src/runtime/services/genesis_funding.rs,477,identity_registry,Mutate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.insert(
zhtp/src/runtime/services/genesis_funding.rs,532,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.len()
zhtp/src/runtime/services/mining_service.rs,191,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),blockchain.identity_registry.len()
zhtp/src/unified_server.rs,2130,identity_registry,Aggregate,#2639,Blockchain::identity_by_did(did) / iter_identities(),identity_count: blockchain.identity_registry.len();
zhtp/src/unified_server.rs,2175,identity_registry,Lookup,#2639,Blockchain::identity_by_did(did) / iter_identities(),Ok(bc.identity_registry.contains_key(did) || bc.validator_registry.contains_key(did))
zhtp/src/api/handlers/dao/mod.rs,3754,validator_registry,Mutate,#2639,Blockchain::validator(id) / iter_validators(),blockchain.validator_registry.insert(
zhtp/src/api/handlers/identity/backup_recovery.rs,2598,validator_registry,Mutate,#2639,Blockchain::validator(id) / iter_validators(),bc.validator_registry.insert(
zhtp/src/runtime/components/oracle.rs,87,validator_registry,Reference,#2639,Blockchain::validator(id) / iter_validators(),b.validator_registry
zhtp/src/runtime/components/protocols.rs,465,validator_registry,Reference,#2639,Blockchain::validator(id) / iter_validators(),let ips: Vec<std::net::Ipv4Addr> = bc.validator_registry
zhtp/src/runtime/mod.rs,1185,validator_registry,Aggregate,#2639,Blockchain::validator(id) / iter_validators(),bc.validator_registry.len();
zhtp/src/runtime/mod.rs,3584,validator_registry,Lookup,#2639,Blockchain::validator(id) / iter_validators(),if blockchain.validator_registry.contains_key(&node_did) {
zhtp/src/runtime/mod.rs,5563,validator_registry,Mutate,#2639,Blockchain::validator(id) / iter_validators(),bc.validator_registry.insert(bv.identity_id.clone(); vi);
zhtp/src/runtime/mod.rs,5583,validator_registry,Mutate,#2639,Blockchain::validator(id) / iter_validators(),bc.validator_registry = dat_bc.validator_registry;
zhtp/src/runtime/mod.rs,6369,validator_registry,Mutate,#2639,Blockchain::validator(id) / iter_validators(),bc.validator_registry.insert(
zhtp/src/runtime/mod.rs,6418,validator_registry,Mutate,#2639,Blockchain::validator(id) / iter_validators(),bc.validator_registry.insert(
zhtp/src/runtime/mod.rs,6494,validator_registry,Reference,#2639,Blockchain::validator(id) / iter_validators(),src.validator_registry
zhtp/src/runtime/mod.rs,6496,validator_registry,Reference,#2639,Blockchain::validator(id) / iter_validators(),src.validator_registry
zhtp/src/runtime/validator_ip.rs,77,validator_registry,Lookup,#2639,Blockchain::validator(id) / iter_validators(),if let Some(validator) = blockchain.validator_registry.get(did) {
zhtp/src/unified_server.rs,2175,validator_registry,Lookup,#2639,Blockchain::validator(id) / iter_validators(),Ok(bc.identity_registry.contains_key(did) || bc.validator_registry.contains_key(did))
tools/chain_audit.rs,145,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],"println!(""  wallet_registry entries:    {}""; bc.wallet_registry.len());"
tools/chain_audit.rs,175,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],let wallet_divergence = bc.wallet_registry.len() as i64 - wallet_ids_in_blocks.len() as i64;
tools/chain_audit.rs,181,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],bc.wallet_registry.len(); wallet_ids_in_blocks.len(); wallet_divergence);
tools/chain_audit.rs,209,wallet_registry,Reference,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],for (wallet_id; wallet) in &bc.wallet_registry {
tools/testnet_reset.rs,102,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],bc.wallet_registry.values().cloned().collect();
tools/wallet_probe.rs,42,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],blockchain.wallet_registry.len()
tools/wallet_probe.rs,59,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],"println!(""wallet_registry   entries: {}""; blockchain.wallet_registry.len());"
tools/wallet_probe.rs,108,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],for (wallet_id_hex; w) in blockchain.wallet_registry.iter() {
tools/wallet_probe.rs,140,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],for (wid; w) in blockchain.wallet_registry.iter().take(10) {
zhtp-cli/src/commands/blockchain.rs,225,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],total_wallets_in_local_state: blockchain.wallet_registry.len();
zhtp-cli/src/commands/genesis.rs,74,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],bc.wallet_registry.len();
zhtp/src/api/handlers/identity/backup_recovery.rs,2631,wallet_registry,Mutate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],bc.wallet_registry.insert(
zhtp/src/api/handlers/web4/domains.rs,2304,wallet_registry,Mutate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],blockchain.wallet_registry.insert(
zhtp/src/api/handlers/web4/domains.rs,2314,wallet_registry,Mutate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],blockchain.wallet_registry.insert(
zhtp/src/runtime/components/identity.rs,973,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],if !bc.wallet_registry.contains_key(wid) {
zhtp/src/runtime/components/identity.rs,1015,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],if !bc.wallet_registry.contains_key(wid) {
zhtp/src/runtime/components/identity.rs,1048,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],if !bc.wallet_registry.contains_key(wid) {
zhtp/src/runtime/components/identity.rs,1090,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],if let Some(wallet_data) = bc.wallet_registry.get(wid) {
zhtp/src/runtime/components/identity.rs,1109,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],if let Some(wallet_data) = bc.wallet_registry.get(wid) {
zhtp/src/runtime/components/identity.rs,1127,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],if let Some(wallet_data) = bc.wallet_registry.get(wid) {
zhtp/src/runtime/components/identity.rs,1227,wallet_registry,Lookup,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],let wallet_registry = bc.wallet_registry.clone();
zhtp/src/runtime/mod.rs,4568,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],blockchain.wallet_registry.len()
zhtp/src/runtime/mod.rs,4571,wallet_registry,Aggregate,#2639*,Blockchain::wallet_projection(addr) [needs sled wiring first],for (wallet_id_hex; wallet_data) in blockchain.wallet_registry.iter() {
zhtp/src/api/handlers/dao/mod.rs,1536,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),|| blockchain.pending_transactions.iter().any(|tx| {
zhtp/src/api/handlers/observer_admission.rs,1281,pending_transactions,Reference,#2641,Blockchain::iter_pending_transactions() (post-S2),bc.pending_transactions
zhtp/src/monitoring/metrics.rs,461,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),metrics.dao_proposals = blockchain.pending_transactions.len() as u64 / 10; // Estimate proposals
zhtp/src/monitoring/metrics.rs,462,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),metrics.dao_votes = blockchain.pending_transactions.len() as u64 / 5; // Estimate votes
zhtp/src/runtime/components/blockchain.rs,863,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.len() as f64;
zhtp/src/runtime/components/blockchain.rs,888,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.len() as f64;
zhtp/src/runtime/components/consensus.rs,1435,pending_transactions,Lookup,#2641,Blockchain::iter_pending_transactions() (post-S2),let pending = blockchain.pending_transactions.clone();
zhtp/src/runtime/components/identity.rs,660,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),let pending_count = bc.pending_transactions.len();
zhtp/src/runtime/components/identity.rs,676,pending_transactions,Lookup,#2641,Blockchain::iter_pending_transactions() (post-S2),let transactions = bc.pending_transactions.clone();
zhtp/src/runtime/services/genesis_funding.rs,344,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.len()
zhtp/src/runtime/services/genesis_funding.rs,528,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.len()
zhtp/src/runtime/services/mining_service.rs,106,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),if blockchain.pending_transactions.is_empty() && ubi_txs.is_empty() {
zhtp/src/runtime/services/mining_service.rs,112,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.len();
zhtp/src/runtime/shared_blockchain.rs,131,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),for tx in &blockchain.pending_transactions {
zhtp/src/runtime/shared_blockchain.rs,149,pending_transactions,Lookup,#2641,Blockchain::iter_pending_transactions() (post-S2),Ok(blockchain.pending_transactions.clone())
zhtp/src/runtime/shared_blockchain.rs,166,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),if !blockchain.pending_transactions.is_empty() {
zhtp/src/runtime/shared_blockchain.rs,169,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.len()
zhtp/src/runtime/shared_blockchain.rs,174,pending_transactions,Lookup,#2641,Blockchain::iter_pending_transactions() (post-S2),let transactions = blockchain.pending_transactions.clone();
zhtp/src/runtime/shared_blockchain.rs,175,pending_transactions,Mutate,#2641,Blockchain::iter_pending_transactions() (post-S2),blockchain.pending_transactions.clear();
zhtp/src/unified_server.rs,2129,pending_transactions,Aggregate,#2641,Blockchain::iter_pending_transactions() (post-S2),pending_transactions: blockchain.pending_transactions.len();
zhtp/src/api/handlers/credentials/mod.rs,188,credential_registry,Lookup,DEFER,no sled tree — separate epic,if blockchain.credential_registry.contains_key(&req.username) {
zhtp/src/api/handlers/credentials/mod.rs,224,credential_registry,Mutate,DEFER,no sled tree — separate epic,blockchain.credential_registry.insert(
zhtp/src/api/handlers/credentials/mod.rs,262,credential_registry,Lookup,DEFER,no sled tree — separate epic,blockchain.credential_registry.get(&req.username).cloned()
zhtp/src/api/handlers/credentials/mod.rs,326,credential_registry,Lookup,DEFER,no sled tree — separate epic,blockchain.credential_registry.get(&req.username).cloned()
zhtp/src/api/handlers/credentials/mod.rs,371,credential_registry,Mutate,DEFER,no sled tree — separate epic,if let Some(cred) = blockchain.credential_registry.get_mut(&req.username) {
zhtp/src/api/handlers/credentials/opaque.rs,325,credential_registry,Lookup,DEFER,no sled tree — separate epic,if bc.credential_registry.contains_key(&username) {
zhtp/src/api/handlers/credentials/opaque.rs,497,credential_registry,Mutate,DEFER,no sled tree — separate epic,bc.credential_registry.insert(
zhtp/src/api/handlers/credentials/opaque.rs,544,credential_registry,Lookup,DEFER,no sled tree — separate epic,bc.credential_registry.get(&username).cloned()
zhtp/src/api/handlers/credentials/opaque.rs,714,credential_registry,Reference,DEFER,no sled tree — separate epic,bc.credential_registry
zhtp/src/api/handlers/identity/mod.rs,1755,credential_registry,Lookup,DEFER,no sled tree — separate epic,if blockchain.credential_registry.contains_key(&username) {
zhtp/src/api/handlers/identity/mod.rs,1815,credential_registry,Mutate,DEFER,no sled tree — separate epic,blockchain.credential_registry.insert(
zhtp/src/runtime/mod.rs,1187,credential_registry,Aggregate,DEFER,no sled tree — separate epic,bc.credential_registry.len();
zhtp/src/api/handlers/web4/domains.rs,598,domain_registry,Lookup,DEFER,no sled tree — separate epic,blockchain.domain_registry.contains_key(&simple_request.domain)
zhtp/src/api/handlers/web4/domains.rs,893,domain_registry,Lookup,DEFER,no sled tree — separate epic,blockchain.domain_registry.contains_key(&request.domain)
zhtp/src/runtime/mod.rs,1186,domain_registry,Aggregate,DEFER,no sled tree — separate epic,bc.domain_registry.len();
zhtp/src/runtime/components/protocols.rs,488,gateway_registry,Reference,DEFER,no sled tree — separate epic,bc.gateway_registry
